scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
NORP83_137	5422	41.05422353375138	0.9996311324234599	0.005110128932262814	44	12.418320807522495	0.16866430120324052	0.9175580966433051	0.9999999999999998	0.0	0.004728110612995272	0.0	0.2401327923275544	0.9889447236180904	0.9963819095477386	18	53	71	18	55
NORP83_138	5612	28.44493941553813	1.0	0.003953746923063162	30	15.588491482266473	0.2081056904086194	0.6735566642908054	0.9999999999876441	0.0	0.002810653704996557	0.0	0.07359230220955096	0.9907407407407408	0.9947089947089948	20	20	40	20	35
NORP83_139	3138	32.45729764181007	0.9984066284257488	0.005591903049069424	37	12.951652730048444	0.23124264693081614	0.7880815806246017	0.9999999999996424	0.0	0.0018232561821160953	0.0	0.027405991077119184	0.9866558835422564	0.995147594015366	12	26	38	12	33
NORP83_14	3564	21.71829405162739	0.8434343434343434	0.01187898756405492	20	17.86452295694431	0.29928400876160804	0.5022446689113356	0.9999999953072808	0.0	0.007656108739688916	0.0	0.06200897867564535	0.9837988826815642	0.994413407821229	10	47	57	10	29
NORP83_140	6430	43.315396578538106	0.9979782270606532	0.004034940296128275	46	13.875117169800616	0.17304734735368382	0.913063763608087	1.0	0.0	0.0036235294415126744	0.0	0.3754276827371695	0.9930165218872424	0.997615397717595	14	46	60	14	41
NORP83_141	5214	51.28787878787879	0.9978902953586498	0.0033318371669208697	52	12.007660369320693	0.1663085331766158	0.9714230916762562	1.0	0.0	0.003060837708201758	0.0	0.62734944380514	0.997828232971372	0.9996051332675222	2	28	30	2	11
NORP83_142	11312	38.14612800565771	0.995933521923621	0.0055660167201856394	42	16.02475942533643	0.15067493650283806	0.8376944837340877	0.9999999999999976	0.0	0.004143442930711228	0.0	0.2716584158415842	0.9880751371886872	0.9970451667370198	28	122	150	28	113
NORP83_143	4899	31.61808532353541	0.9961216574811186	0.0052675228465740576	36	19.753049987301807	0.28224403509234897	0.6678914064094713	0.99999999999925	0.0	0.0039678931136594145	0.0	0.24413145539906106	0.993276283618582	0.999083129584352	3	34	37	3	22
NORP83_144	16274	48.9499201179796	0.999877104583999	0.002973978461522475	50	11.208220071863053	0.08786235456484325	0.9789234361558314	1.0	0.0	0.0029441163735950404	0.0	0.5409856212363279	0.9963592994790031	0.997991337643588	32	73	105	32	58
NORP83_145	14698	59.66798203837257	0.999319635324534	0.00843820874398471	58	21.04899350059032	0.17362689027273492	0.960402775887876	1.0	0.0	0.009273279087254838	0.0	0.6592053340590557	0.9965287616888636	0.9988665344290169	16	224	240	16	49
NORP83_275	7360	44.77567934782609	0.9998641304347826	0.003676179870427121	46	12.310711614784891	0.1435072216336644	0.9442934782608696	1.0	0.0	0.0033093288104834033	0.0	0.3947010869565217	0.9953956834532374	0.9978417266187052	15	43	58	15	32
NORP83_276	6542	43.98563130541119	0.9998471415469276	0.003910700620909925	48	14.723813472630408	0.18205316452305711	0.9061449098135128	1.0	0.0	0.0035374381613073602	0.0	0.4319779883827576	0.994264507422402	0.9971322537112012	17	36	53	17	34
NORP83_277	5332	35.89609902475619	0.9932483120780196	0.005286163238927165	41	19.795903660521052	0.2711258898033743	0.7211177794448612	0.9999999999999828	0.0	0.005046887429344782	0.0	0.28319579894973745	0.989336801040312	0.9960988296488946	15	39	54	15	41
NORP83_278	4480	47.81741071428571	0.9986607142857142	0.004455819612712686	49	10.82526230674736	0.16175134377001474	0.9689732142857144	1.0	0.0	0.004129248021815579	0.0	0.4808035714285714	0.9937802349689012	0.9981571066574522	8	33	41	8	27
NORP83_279	4931	42.949503143378635	1.0	0.0021605998229047296	46	16.948814267271246	0.2413881025192024	0.8702088825795985	1.0	0.0	0.0011239999863836836	0.0	0.36503751774487936	0.9969704031694244	0.9986017245397344	6	11	17	6	13
NORP83_28	5601	34.29958935904302	0.993572576325656	0.006669857142714729	39	19.460301099457414	0.2600492119915353	0.7262988752008571	0.9999999999999296	0.0	0.004491139271423639	0.0	0.25388323513658273	0.9815634218289084	0.9948377581120944	21	58	79	21	75
NORP83_280	3120	34.926602564102566	0.8756410256410256	0.004643635547453839	42	20.268440416543342	0.3629214565475912	0.7439102564102564	0.9999999999999596	0.0	0.004156722302015582	0.0	0.2503205128205128	0.995260663507109	0.99569151227919	10	10	20	10	11
NORP83_281	8168	39.621204701273264	0.9992654260528894	0.006981647154789218	41	11.767343501549732	0.13021084383611028	0.9162585700293828	0.9999999999999992	0.0	0.007983832480664699	0.0	0.16356513222331048	0.9927846071619456	0.9978621058257616	16	103	119	16	54
NORP83_282	3429	42.80694079906678	1.0	0.004419568196499579	46	14.949318431088829	0.2553294949245777	0.8993875765529309	1.0	0.0	0.004735028675288966	0.0	0.3554972295129775	0.9915693904020751	0.9967574578469521	10	24	34	10	26
NORP83_283	4284	39.87978524743232	0.99953314659197	0.005119998214756616	42	14.277046420123437	0.21815457962708834	0.8916900093370682	0.9999999999999994	0.0	0.003744064442348649	0.0	0.2320261437908497	0.9897905759162304	0.9968586387434556	12	41	53	12	39
NORP83_284	12903	46.90583585212741	0.9999224986437264	0.003357324628062375	47	9.897860890227973	0.08713905121145152	0.9888398046965822	1.0	0.0	0.0029885424726505683	0.0	0.4274974812059211	0.9965514538756955	0.9978838466964496	27	52	79	27	44
NORP83_285	5138	39.93596730245232	0.9970805760996496	0.004607845457869853	42	14.795372997448007	0.20642920286133934	0.8859478396263137	0.9999999999999996	0.0	0.0034160412261379225	0.0	0.26449980537173995	0.9894551845342706	0.9969244288224955	14	49	63	14	48
NORP83_286	3397	49.567265234030025	0.9997056226081836	0.004074992241294706	52	11.32366803317933	0.1943136404108561	0.9643803355902266	1.0	0.0	0.0044268483027873895	0.0	0.6052399175743303	0.9957264957264956	0.9987789987789988	4	24	28	4	14
NORP83_287	3181	47.030493555485705	0.9946557686262182	0.004149623243294598	52	16.079651257800915	0.2851432303514343	0.9170072304306822	1.0	0.0	0.0037840220225415773	0.0	0.5705752907890601	0.99211518683579	0.9958861844360644	12	20	32	12	23
NORP83_288	3531	21.072500708014726	0.9994335882186348	0.005576482249134762	18	15.458016700809331	0.2601755129557445	0.4726706315491362	0.9999999917000648	0.0	0.008114285979952118	0.0	0.019824412347776838	0.9910125823846616	1.0	0	22	22	0	15
NORP83_289	3995	41.530413016270344	0.9972465581977472	0.00441543625388896	44	12.968171827799205	0.20519875714470556	0.9231539424280352	1.0	0.0	0.003460885332636554	0.0	0.27709637046307883	0.9907809110629068	0.9962039045553144	14	26	40	14	34
NORP83_29	8338	41.76337251139362	0.9970016790597266	0.005048263327506963	46	15.24749106983833	0.16699116207082235	0.8762293115855121	1.0	0.0	0.005490884256330264	0.0	0.3499640201487167	0.990418833835204	0.9958937859293732	30	68	98	30	70
NORP83_290	4898	43.0253164556962	1.0	0.002828516356356725	45	10.224340056729822	0.14610673420971193	0.9746835443037974	1.0	0.0	0.002888791246728584	0.0	0.2786851776235198	0.996229576874738	0.9974863845831587	12	13	25	12	18
NORP83_291	13402	42.30808834502313	0.9996269213550216	0.003788775625178764	43	12.087216330852053	0.1044137494512019	0.950828234591852	1.0	0.0	0.0031604658673684005	0.0	0.2627219817937621	0.9926234010829476	0.996154751628345	49	79	128	49	94
NORP83_292	3757	41.92653713068938	0.9976044716529144	0.0058260713865446725	45	14.125956493585932	0.23049158401807995	0.9055097151982964	1.0	0.0	0.005112393906241963	0.0	0.3135480436518499	0.9900058788947678	0.9970605526161082	10	47	57	10	34
NORP83_293	3490	24.28223495702006	0.9988538681948425	0.005567371239814767	29	16.47334391559328	0.2788889329194733	0.5641833810888253	0.9999999995122476	0.0	0.0051493671121476394	0.0	0.04527220630372493	0.9873031995937024	0.9984763839512444	3	28	31	3	25
NORP83_294	6576	46.84808394160584	0.9998479318734792	0.003482218970622841	49	12.2877431107972	0.15153893989743572	0.9628953771289538	1.0	0.0	0.0026419006796097877	0.0	0.49285279805352794	0.9938408085912824	0.9969993682880608	19	29	48	19	39
NORP83_295	7072	46.95701357466064	0.9974547511312216	0.0019423038560962835	47	13.402651630154114	0.15938605104643264	0.9558823529411764	1.0	0.0	0.0016997634619222435	0.0	0.4184106334841629	0.9985207100591716	0.9997041420118344	2	10	12	2	10
NORP83_296	6131	43.73707388680477	0.9998368944707224	0.004246855903389911	44	11.337198809226056	0.1448023217076566	0.9693361604958408	1.0	0.0	0.003694237047980664	0.0	0.3537758930027728	0.9942789836782768	0.9978125525828706	13	49	62	13	34
NORP83_297	12443	45.4752069436631	1.0	0.002550212930977458	49	16.158051394794107	0.14485846760580054	0.8797717592220525	1.0	0.0	0.0016235680022138599	0.0	0.4910391384714297	0.996163332419841	0.9985384123504156	16	33	49	16	42
NORP83_298	3010	77.72890365448504	0.9996677740863787	0.0037013046296177077	85	25.03539544412817	0.4563976102901819	0.974750830564784	1.0	0.0	0.003507426422096671	0.0	0.8455149501661129	0.9986366734832992	0.9989775051124744	3	5	8	3	4
NORP83_299	9276	45.87774902975421	0.9929926692539888	0.0031574951021079434	47	12.659305556945185	0.13144767939667568	0.9565545493747304	1.0	0.0	0.0030249877034882466	0.0	0.43661060802069857	0.9974078665614786	0.9980840752845712	17	25	42	17	23
NORP83_3	15589	46.441978318044775	0.9991660786451986	0.003641613400365617	48	10.912186210942416	0.0874010338460865	0.9640772339470141	1.0	0.0	0.003546236637031685	0.0	0.4295336455192764	0.9959411803845898	0.9986692394703574	20	94	114	20	61
NORP83_30	4571	47.277619776854074	0.9971559833734412	0.0051556892425551615	49	12.04135567308238	0.1781218858659321	0.956683439072413	1.0	0.0	0.004501726546134011	0.0	0.4688252023627215	0.98925222959067	0.9961125085753488	17	36	53	17	47
NORP83_300	4008	44.16217564870259	1.0	0.004391922806030291	46	14.854169574553357	0.2346598054522347	0.9084331337325351	1.0	0.0	0.003442780856780181	0.0	0.373253493013972	0.9936830541060148	0.9978028014281792	8	27	35	8	23
NORP83_301	3202	41.17301686445971	0.9978138663335416	0.0037742294446386775	44	12.274119630238435	0.21694393574877988	0.9275452841973766	1.0	0.0	0.002332356360477461	0.0	0.27701436602123675	0.993939393939394	0.9976430976430976	7	16	23	7	18
NORP83_302	4138	40.75398743354277	0.9997583373610441	0.0034697455795187353	42	9.676766822903176	0.15044838000420027	0.973417109714838	0.9999999999999998	0.0	0.004766131404542628	0.0	0.16553890768487192	0.9977656405163852	0.9987586891757696	5	18	23	5	9
NORP83_303	4018	41.04878048780488	0.9840716774514684	0.003098646917685577	43	15.78536694577734	0.24905987515496766	0.8802887008461922	0.9999999999999998	0.0	0.0030693750362843497	0.0	0.3185664509706321	0.9940627650551316	0.9988690981057392	4	20	24	4	21
NORP83_304	7605	46.04667981591058	0.9990795529257068	0.004028338102416207	48	11.209946911211624	0.12855308455530218	0.9767258382642998	1.0	0.0	0.004162838497601129	0.0	0.4224852071005917	0.9954227248249864	0.9983844911147012	12	53	65	12	34
NORP83_305	12184	44.32509848982272	0.9932698621142482	0.0034392139262543475	47	14.222632094545656	0.1288554683840763	0.9173506237688772	1.0	0.0	0.002952941249694918	0.0	0.3962573867367039	0.995079180459873	0.9980316721839492	22	62	84	22	55
NORP83_306	4358	46.6872418540615	0.999770536943552	0.004577283908282047	50	13.14497751362318	0.1991434687508562	0.9596145020651676	1.0	0.0	0.003227039305354729	0.0	0.5091785222579165	0.9897178383548542	0.9961740793878529	16	40	56	16	43
NORP83_307	3585	36.658019525801954	0.992747559274756	0.003641737426270386	44	23.40767633830606	0.39099779052873423	0.6875871687587168	0.9999999999999912	0.0	0.00516239323167722	0.0	0.3263598326359833	0.9995943204868154	1.0	0	8	8	0	1
NORP83_308	3682	48.816675719717544	0.9940249864204236	0.003566563233537989	52	14.378008209538255	0.23698225000418674	0.9329168929929388	1.0	0.0	0.002867123990174414	0.0	0.5939706681151548	0.9909752547307132	0.994759825327511	18	19	37	18	31
NORP83_309	6809	41.551329123219276	0.9988250844470554	0.004095563185657625	44	13.258483543834554	0.16068823496013074	0.9176090468497576	1.0	0.0	0.003202527089024243	0.0	0.3254516081656631	0.9945582586427656	0.9972791293213829	17	38	55	17	34
NORP83_31	12390	42.68401937046005	0.9993543179983858	0.003910367930594183	45	12.926326084389947	0.11613335721628094	0.918724778046812	1.0	0.0	0.003928470213000135	0.0	0.3186440677966101	0.9962224369674076	0.9988579460599141	13	73	86	13	43
NORP83_94	4060	44.529064039408865	0.9970443349753696	0.0023363015140447363	46	13.472994064969996	0.21147283760164245	0.934975369458128	1.0	0.0	0.0015167191953688874	0.0	0.3903940886699507	0.9992096944151738	1.0	0	4	4	0	3
NORP83_95	4832	33.57450331125828	0.9985513245033112	0.004856581931338866	40	17.704091239247635	0.2547153514990789	0.7115066225165563	0.9999999999998668	0.0	0.004531358053654788	0.0	0.16763245033112584	0.9886561954624782	0.9956369982547992	15	36	51	15	39
NORP83_96	5361	39.011191941801904	0.9985077410930796	0.0037607937731627405	43	16.462442083240788	0.22485982339255295	0.8349188584219362	0.9999999999999988	0.0	0.00285699814463658	0.0	0.29453460175340423	0.992627345844504	0.9964253798033958	16	36	52	16	33
NORP83_97	12745	45.772852098862295	0.9996076892899176	0.0035900862060535	48	12.68090252639656	0.11233039418580658	0.9460180462926638	1.0	0.0	0.003046401212543848	0.0	0.42950176539819535	0.9946918802355478	0.9982582732022892	21	63	84	21	64
NORP83_98	10851	43.089392682702055	1.0	0.004705368734439386	46	13.604608204552962	0.1306084182999677	0.9228642521426595	1.0	0.0	0.003964486540475432	0.0	0.3508432402543544	0.9924106251248253	0.9988016776512882	12	97	109	12	76
NORP83_99	3619	44.92705167173252	0.98369715390992	0.003826842988713608	48	16.917225636902938	0.28125150856416803	0.8933407018513402	1.0	0.0	0.003650574740394319	0.0	0.4567560099474993	0.9870089699969068	0.99443241571296	18	24	42	18	42
