gene_callers_id	source	accession	function	e_value
2202	COG20_FUNCTION	COG1079	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ (NupQ) (PUBMED:21926227)	3.3e-131
2203	COG20_FUNCTION	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase (SsnA) (PDB:3O7U)	1.6e-185
2204	COG20_FUNCTION	COG0141	Histidinol dehydrogenase (HisD) (PDB:1K75)	1.6e-124
2206	COG20_FUNCTION	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase (MurA) (PDB:1A2N)	1.1e-161
2209	COG20_FUNCTION	COG2860	Uncharacterized membrane protein YeiH (YadS) (PDB:5WUC)	9.3e-34
2210	COG20_FUNCTION	COG0115!!!COG0147	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)!!!Anthranilate/para-aminobenzoate synthases component I (TrpE) (PDB:1I1Q)	9.1e-130
2211	COG20_FUNCTION	COG3145	Alkylated DNA repair dioxygenase AlkB (AlkB) (PDB:3KHC)	7.9e-47
2213	COG20_FUNCTION	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase (Acs) (PDB:4B2O) (PUBMED:14638756)	6.4e-291
2214	COG20_FUNCTION	COG2350	YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)	4.8e-14
2215	COG20_FUNCTION	COG0240	Glycerol-3-phosphate dehydrogenase (GpsA) (PDB:1EVY)	2.3e-14
2217	COG20_FUNCTION	COG1999	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family (Sco1) (PDB:1ON4)	8.4e-40
2218	COG20_FUNCTION	COG1451	UTP pyrophosphatase, metal-dependent hydrolase family (YgjP) (PDB:4JIU) (PUBMED:27941785)	4.6e-48
2219	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	1.8e-70
2221	COG20_FUNCTION	COG1846	DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)	2e-22
2222	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	4e-38
2223	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	5e-73
2224	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	6.6e-78
2225	COG20_FUNCTION	COG0489!!!COG3206	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)!!!Exopolysaccharide export protein/domain GumC/Wzc1 (GumC) (PUBMED:15003255;23089617)	4.7e-46
2227	COG20_FUNCTION	COG1086!!!COG2148	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC (FlaA1) (PDB:2GN4)!!!Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L)	1.2e-42
2228	COG20_FUNCTION	COG1218	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase (CysQ)	6.9e-33
2229	COG20_FUNCTION	COG5385	Histidine phosphotransfer protein ChpT, HPt domain (HPt) (PDB:4FMT) (PUBMED:23932593)	1.1e-56
2230	COG20_FUNCTION	COG0643!!!COG0784!!!COG2198	Chemotaxis protein histidine kinase CheA (CheA) (PDB:1B3Q)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!HPt (histidine-containing phosphotransfer) domain (HPtr) (PDB:3IQT)	1.6e-295
2231	COG20_FUNCTION	COG0835	Chemotaxis signal transduction protein CheW (CheW) (PDB:2QDL)	3.1e-42
2232	COG20_FUNCTION	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain (PleD) (PDB:1W25)	2.7e-49
2233	COG20_FUNCTION	COG2201	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O)	3e-95
2234	COG20_FUNCTION	COG1352	Methylase of chemotaxis methyl-accepting proteins (CheR) (PDB:1AF7)	1.4e-85
2235	COG20_FUNCTION	COG0195	Transcription antitermination factor NusA, contains S1 and KH domains (NusA) (PDB:1HH2)	8.6e-48
2236	COG20_FUNCTION	COG2740	Nucleoid-associated protein YlxR, Predicted RNA-binding, DUF448 family (YlxR) (PDB:1G2R) (PUBMED:11679764;31118925)	2.7e-31
2237	COG20_FUNCTION	COG0532	Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)	1.3e-236
2238	COG20_FUNCTION	COG0673	Predicted dehydrogenase (MviM) (PDB:3UUW)	1.7e-60
2239	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	3.4e-86
2240	COG20_FUNCTION	COG3802	Uncharacterized conserved protein GguC, FAA hydrolase family (GguC)	2.7e-11
2241	COG20_FUNCTION	COG3839	ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	1.6e-142
2242	COG20_FUNCTION	COG3250	Beta-galactosidase/beta-glucuronidase (LacZ) (PDB:5N6U) (PUBMED:19291314)	1e-292
2243	COG20_FUNCTION	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)	3.9e-14
2244	COG20_FUNCTION	COG1886	Flagellar motor switch/type III secretory pathway protein FliN (FliN) (PDB:1O9Y)	1.2e-25
2245	COG20_FUNCTION	COG1317	Flagellar biosynthesis/type III secretory pathway protein FliH (FliH) (PDB:5B0O)	5.4e-20
2246	COG20_FUNCTION	COG1536	Flagellar motor switch protein FliG (FliG) (PDB:4FHR)	1.2e-121
2247	COG20_FUNCTION	COG1766	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ (FliF) (PDB:6SCN)	1.8e-127
2248	COG20_FUNCTION	COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase (PhoH) (PDB:3B85) (PUBMED:8444794;12762842)	2.4e-91
2249	COG20_FUNCTION	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme (YbeY) (PDB:1XM5) (PUBMED:17407324;23543739)	1.1e-26
2250	COG20_FUNCTION	COG1253	Hemolysin-related protein, contains CBS domains, UPF0053 family (TlyC) (PDB:2NQW)	5.5e-62
2251	COG20_FUNCTION	COG0815	Apolipoprotein N-acyltransferase (Lnt) (PDB:6NWR)	2.2e-36
2252	COG20_FUNCTION	COG3759	Uncharacterized membrane protein (PUBMED:15101977)	2.4e-21
2253	COG20_FUNCTION	COG3119	Arylsulfatase A or related enzyme, AlkP superfamily (AslA) (PDB:1E1Z)	3.1e-14
2254	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	4.4e-48
2255	COG20_FUNCTION	COG1228	Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ)	3.4e-118
2256	COG20_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	3.2e-79
2257	COG20_FUNCTION	COG1722	Exonuclease VII small subunit (XseB) (PDB:1VP7)	3.2e-11
2258	COG20_FUNCTION	COG1154	Deoxyxylulose-5-phosphate synthase (Dxs) (PDB:2O1S)	1.9e-239
2259	COG20_FUNCTION	COG2265	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family (TrmA) (PDB:1UWV)	7.5e-75
2260	COG20_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	8.4e-25
2262	COG20_FUNCTION	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)	1.3e-66
2264	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	1.6e-19
2265	COG20_FUNCTION	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component (TauA) (PDB:2X26)	4.5e-99
2266	COG20_FUNCTION	COG0717	dCTP deaminase (Dcd) (PDB:1XS1)	1.1e-64
2267	COG20_FUNCTION	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1)	9.5e-128
2268	COG20_FUNCTION	COG0168	Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)	2.2e-142
2269	COG20_FUNCTION	COG0708	Exonuclease III (XthA) (PDB:1AKO)	2.1e-68
2270	COG20_FUNCTION	COG0596!!!COG2771	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)!!!DNA-binding transcriptional regulator, CsgD family (CsgD)	2.5e-36
2271	COG20_FUNCTION	COG0596!!!COG2771	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)!!!DNA-binding transcriptional regulator, CsgD family (CsgD)	5.9e-41
2273	COG20_FUNCTION	COG1410	Methionine synthase I, cobalamin-binding domain (MetH2) (PDB:4DJD)	1.2e-293
2274	COG20_FUNCTION	COG1344	Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1)	7.5e-74
2275	COG20_FUNCTION	COG1256	Flagellar hook-associated protein FlgK (FlgK) (PDB:2D4Y)	3.7e-110
2276	COG20_FUNCTION	COG1749	Flagellar hook protein FlgE (FlgE) (PDB:3A69)	2.8e-115
2277	COG20_FUNCTION	COG2366	Acyl-homoserine lactone (AHL) acylase PvdQ (PvdQ) (PDB:4HST)	5.2e-153
2278	COG20_FUNCTION	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)	5.7e-09
2279	COG20_FUNCTION	COG0775	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB (MtnN) (PDB:1T8R) (PUBMED:18801996)	3.5e-151
2280	COG20_FUNCTION	COG0659	Sulfate permease or related transporter, MFS superfamily (SUL1) (PDB:3NY7)	3.3e-116
2282	COG20_FUNCTION	COG0760	Peptidyl-prolyl isomerase, parvulin family (SurA) (PDB:2ZR5)	1.2e-76
2283	COG20_FUNCTION	COG0147	Anthranilate/para-aminobenzoate synthases component I (TrpE) (PDB:1I1Q)	3.2e-173
2284	COG20_FUNCTION	COG0512!!!COG0547	Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase) (PabA) (PDB:1I1Q)!!!Anthranilate phosphoribosyltransferase, glycosyltransferase domain (TrpD) (PDB:1KGZ)	7.5e-139
2285	COG20_FUNCTION	COG0134	Indole-3-glycerol phosphate synthase (TrpC) (PDB:6BMA)	1.6e-49
2286	COG20_FUNCTION	COG4695	Phage portal protein BeeE (BeeE)	3.1e-108
2287	COG20_FUNCTION	COG3740	Phage head maturation protease	3.2e-31
2288	COG20_FUNCTION	COG4653	Predicted phage phi-C31 gp36 major capsid-like protein (gp36)	9.4e-129
2292	COG20_FUNCTION	COG5448	Uncharacterized conserved protein, DUF2460 domain	2.1e-36
2293	COG20_FUNCTION	COG5449	Uncharacterized conserved protein, DUF2163 domain	3e-33
2294	COG20_FUNCTION	COG0791	Cell wall-associated hydrolase, NlpC_P60 family (NlpC) (PDB:2EVR)	8.8e-34
2295	COG20_FUNCTION	COG5323	Phage large terminase packaging protein	1.4e-44
2297	COG20_FUNCTION	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)	7.3e-60
2298	COG20_FUNCTION	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)	6.6e-51
2299	COG20_FUNCTION	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)	3.2e-103
2300	COG20_FUNCTION	COG0535	Radical SAM superfamily maturase, SkfB/NifB/PqqE family (SkfB) (PDB:6Q2P) (PUBMED:23282011)	8.9e-103
2301	COG20_FUNCTION	COG3794	Plastocyanin (PetE) (PDB:3BQV)	6.6e-15
2302	COG20_FUNCTION	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)	5.7e-52
2303	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	4.6e-39
2304	COG20_FUNCTION	COG1733	DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)	3.3e-31
2305	COG20_FUNCTION	COG4977	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)	2.5e-89
2306	COG20_FUNCTION	COG1670	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)	6.3e-50
2307	COG20_FUNCTION	COG0405	Gamma-glutamyltranspeptidase (Ggt) (PDB:2Z8I) (PUBMED:16618936)	7.7e-68
2308	COG20_FUNCTION	COG2095	Small neutral amino acid transporter SnatA, MarC family (MarC) (PUBMED:17954692;12761179)	1.1e-35
2309	COG20_FUNCTION	COG0333	Ribosomal protein L32 (RpmF) (PDB:1VS6) (PUBMED:17114934)	8.6e-20
2310	COG20_FUNCTION	COG0142	Geranylgeranyl pyrophosphate synthase (IspA) (PDB:2AZJ)	2e-69
2311	COG20_FUNCTION	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE (IspG) (PDB:2Y0F)	1.1e-41
2312	COG20_FUNCTION	COG1803	Methylglyoxal synthase (MgsA) (PDB:1S8A) (PUBMED:9665712)	1.7e-33
2313	COG20_FUNCTION	COG0599	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)	6.7e-34
2315	COG20_FUNCTION	COG0599	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)	1.2e-40
2317	COG20_FUNCTION	COG2026	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)	1.8e-21
2318	COG20_FUNCTION	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H) (NuoH) (PDB:6HUM)	1.2e-35
2319	COG20_FUNCTION	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) (NuoI) (PDB:1B0P)	9e-48
2320	COG20_FUNCTION	COG0839	NADH:ubiquinone oxidoreductase subunit 6 (chain J) (NuoJ) (PDB:4HE8)	1.3e-54
2321	COG20_FUNCTION	COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K) (NuoK) (PDB:4HE8)	1.3e-33
2322	COG20_FUNCTION	COG1009	Membrane H+-translocase/NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit (NuoL) (PDB:3RKO)	4.2e-234
2323	COG20_FUNCTION	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M) (NuoM) (PDB:6HUM)	4.5e-202
2324	COG20_FUNCTION	COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N) (NuoN) (PDB:4HE8)	1.1e-135
2325	COG20_FUNCTION	COG0340	Biotin-(acetyl-CoA carboxylase) ligase (BirA2) (PDB:1BIA) (PUBMED:32188788)	2.3e-37
2326	COG20_FUNCTION	COG0625	Glutathione S-transferase (GstA) (PDB:1A0F)	1.6e-62
2327	COG20_FUNCTION	COG2816	NADH pyrophosphatase NudC, Nudix superfamily (NPY1)	4.9e-55
2328	COG20_FUNCTION	COG2818	3-methyladenine DNA glycosylase Tag (Tag) (PDB:1LMZ)	8.3e-69
2329	COG20_FUNCTION	COG2350	YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)	2.3e-27
2330	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	1.5e-62
2331	COG20_FUNCTION	COG2143	Thioredoxin-related protein SoxW (SoxW) (PDB:4FYB)	7.1e-13
2332	COG20_FUNCTION	COG0785	Cytochrome c biogenesis protein CcdA (CcdA) (PDB:5VKV)	1.1e-61
2333	COG20_FUNCTION	COG1086!!!COG2148	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC (FlaA1) (PDB:2GN4)!!!Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L)	3.8e-14
2334	COG20_FUNCTION	COG1109	Phosphomannomutase (ManB) (PDB:6MNV)	2e-190
2335	COG20_FUNCTION	COG0662!!!COG0836	Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)!!!Mannose-1-phosphate guanylyltransferase (CpsB) (PDB:2QH5)	1.1e-175
2338	COG20_FUNCTION	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)	7.1e-88
2339	COG20_FUNCTION	COG2202!!!COG3300!!!COG5001	PAS domain (PAS) (PDB:2MWG)!!!MHYT domain, NO-binding membrane sensor (MHYT)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	2.2e-87
2340	COG20_FUNCTION	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	2.1e-128
2342	COG20_FUNCTION	COG0534	Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)	2.3e-63
2343	COG20_FUNCTION	COG1609	DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)	8.1e-28
2344	COG20_FUNCTION	COG4289	Uncharacterized conserved protein, DUF2264 domain	5.6e-183
2346	COG20_FUNCTION	COG4225	Rhamnogalacturonyl hydrolase YesR (YesR) (PDB:1NC5)	2.5e-17
2347	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	1.9e-89
2348	COG20_FUNCTION	COG0213	Thymidine phosphorylase (DeoA) (PDB:1AZY)	9.6e-137
2349	COG20_FUNCTION	COG1015	Phosphopentomutase (DeoB) (PDB:3UN2)	1.7e-148
2350	COG20_FUNCTION	COG0572	Uridine kinase (Udk) (PDB:5B3F)	8.9e-23
2351	COG20_FUNCTION	COG1280	Threonine/homoserine/homoserine lactone efflux protein (RhtB)	4.3e-47
2352	COG20_FUNCTION	COG0842	ABC-type multidrug transport system, permease component (YadH)	8.4e-14
2353	COG20_FUNCTION	COG1245	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains (Rli1) (PDB:3J16)	3.4e-32
2354	COG20_FUNCTION	COG0599	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)	5e-29
2356	COG20_FUNCTION	COG5297	Cellulase/cellobiase CelA1 (CelA1)	4.7e-197
2358	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	1.7e-13
2359	COG20_FUNCTION	COG0225	Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	5.5e-55
2360	COG20_FUNCTION	COG0229	Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D)	1e-43
2361	COG20_FUNCTION	COG1866	Phosphoenolpyruvate carboxykinase, ATP-dependent (PckA) (PDB:1AQ2)	1.3e-209
2362	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	1.4e-89
2363	COG20_FUNCTION	COG0642	Signal transduction histidine kinase (BaeS) (PDB:1JOY)	3.6e-13
2364	COG20_FUNCTION	COG0642	Signal transduction histidine kinase (BaeS) (PDB:1JOY)	9.2e-26
2365	COG20_FUNCTION	COG3542	Predicted sugar epimerase, cupin superfamily (CFF1) (PDB:1XE7) (PUBMED:15608122)	2.2e-58
2366	COG20_FUNCTION	COG4649	TPR-like repeat domain (TPR1)	1.2e-26
2367	COG20_FUNCTION	COG1160	Double Era-like domain GTPase Der (Der) (PDB:1MKY)	9.4e-173
2368	COG20_FUNCTION	COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA) (SufI) (PDB:2YXV)	1e-55
2369	COG20_FUNCTION	COG0546	Phosphoglycolate phosphatase, HAD superfamily (Gph) (PDB:2NYV)	7.7e-20
2371	COG20_FUNCTION	COG4832	Cyclopropanoid cyclopropyl hydrolase, GyrI-like domain (MA1133) (PDB:3B49) (PUBMED:29133784)	2.6e-52
2372	COG20_FUNCTION	COG0840	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	1.3e-25
2374	COG20_FUNCTION	COG3553	Uncharacterized conserved protein, DUF2218 domain (PDB:2JPI)	1.4e-11
2375	COG20_FUNCTION	COG4604	ABC-type enterochelin transport system, ATPase component (CeuD)	1.5e-73
2376	COG20_FUNCTION	COG4605	ABC-type enterochelin transport system, permease component (CeuC)	2e-75
2377	COG20_FUNCTION	COG4606	ABC-type enterochelin transport system, permease component (CeuB)	6.6e-51
2378	COG20_FUNCTION	COG1129	ABC-type sugar transport system, ATPase component (MglA)	3.7e-30
2379	COG20_FUNCTION	COG1072	Panthothenate kinase (CoaA) (PDB:2GA8)	7.4e-55
2380	COG20_FUNCTION	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	4.9e-178
2381	COG20_FUNCTION	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (BioA) (PDB:1MLY)	1.3e-213
2386	COG20_FUNCTION	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily (PldB) (PDB:5O7G)	5e-29
2388	COG20_FUNCTION	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9)	5.1e-10
2390	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	9e-41
2391	COG20_FUNCTION	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET)	1.4e-45
2392	COG20_FUNCTION	COG4664	TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)	1.3e-138
2393	COG20_FUNCTION	COG4665	TRAP-type mannitol/chloroaromatic compound transport system, small permease component (FcbT2)	4.1e-31
2394	COG20_FUNCTION	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)	3.3e-113
2395	COG20_FUNCTION	COG1802	DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	3.1e-27
2397	COG20_FUNCTION	COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit (HyuB) (PDB:5L9W)	6.9e-10
2398	COG20_FUNCTION	COG3550	Serine/threonine protein kinase HipA, toxin component of the HipAB toxin-antitoxin module (HipA) (PDB:2WIU)	2.2e-95
2399	COG20_FUNCTION	COG1396	Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)	3.4e-10
2400	COG20_FUNCTION	COG0300	Short-chain dehydrogenase (YqjQ)	1.3e-71
2401	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	1.1e-15
2402	COG20_FUNCTION	COG0534	Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)	1.8e-68
2403	COG20_FUNCTION	COG0539	Ribosomal protein S1 (RpsA) (PDB:4NNH)	6.5e-21
2404	COG20_FUNCTION	COG2050	Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)	4.6e-32
2405	COG20_FUNCTION	COG0267	Ribosomal protein L33 (RpmG) (PDB:1VS6)	2.9e-19
2406	COG20_FUNCTION	COG5349	Uncharacterized conserved protein, DUF983 family	2.3e-32
2407	COG20_FUNCTION	COG0557	Exoribonuclease R (VacB) (PDB:6H25)	7.4e-172
2408	COG20_FUNCTION	COG0550!!!COG1754	DNA topoisomerase IA (TopA) (PDB:1CY0)!!!Uncharacterized C-terminal domain of topoisomerase IA	1.1e-293
2409	COG20_FUNCTION	COG0758	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake (Smf) (PDB:3MAJ)	2.6e-82
2410	COG20_FUNCTION	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase (PlsY) (PDB:5XJ5) (PUBMED:29684280)	4.6e-49
2411	COG20_FUNCTION	COG0044	Dihydroorotase or related cyclic amidohydrolase (AllB) (PDB:1J79)	1.1e-118
2412	COG20_FUNCTION	COG0540	Aspartate carbamoyltransferase, catalytic subunit (PyrB) (PDB:1NBE)	2.6e-123
2413	COG20_FUNCTION	COG0679	Predicted permease, AEC (auxin efflux carrier) family (YfdV)	8.7e-52
2414	COG20_FUNCTION	COG1280	Threonine/homoserine/homoserine lactone efflux protein (RhtB)	3.3e-31
2415	COG20_FUNCTION	COG0816	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor (YqgF) (PDB:1IV0) (PUBMED:25545592;26817626)	5e-41
2416	COG20_FUNCTION	COG2220	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily (UlaG) (PDB:2WYM)	2.3e-18
2417	COG20_FUNCTION	COG0711	FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	2.8e-25
2418	COG20_FUNCTION	COG0711	FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	3.1e-24
2419	COG20_FUNCTION	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K (AtpE) (PDB:1C17)	3.1e-24
2420	COG20_FUNCTION	COG0356	FoF1-type ATP synthase, membrane subunit a (AtpB) (PUBMED:22931285)	5.5e-49
2421	COG20_FUNCTION	COG5336	FoF1-type ATP synthase AtpZ/Atp1/AtpQ subunit, putative Ca2+/Mg2+ transporter (AtpZ) (PUBMED:12917488;23123906)	4.8e-08
2422	COG20_FUNCTION	COG1651	Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	5.1e-40
2423	COG20_FUNCTION	COG3717	5-keto 4-deoxyuronate isomerase (KduI) (PDB:1X8M)	1.2e-114
2425	COG20_FUNCTION	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	1.6e-36
2427	COG20_FUNCTION	COG0724	RNA recognition motif (RRM) domain (RRM) (PDB:1HL6)	1e-12
2428	COG20_FUNCTION	COG2890	Methylase of polypeptide chain release factors (HemK) (PDB:1NV8)	2.1e-73
2430	COG20_FUNCTION	COG0583	DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	1.6e-98
2431	COG20_FUNCTION	COG0480	Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)	1.3e-54
2432	COG20_FUNCTION	COG0272	NAD-dependent DNA ligase (Lig) (PDB:5TT5)	1e-249
2434	COG20_FUNCTION	COG0346	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)	3e-38
